City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,yerseke,51.4925,4.05,27.23,54,40,4.68,NL,1689691390
364,fougamou,-1.2154,10.5838,33.57,41,91,1.2,GA,1689691390
365,enewetak,11.3474,162.3373,28.35,79,56,6.36,MH,1689691063
366,palmas,-10.2128,-48.3603,30.93,37,0,5.66,BR,1689690954
367,franceville,-1.6333,13.5836,25.25,83,100,0.99,GA,1689691391
368,kupang,-10.1667,123.5833,24.4,75,24,5.66,ID,1689691391
369,colesberg,-30.72,25.0972,18.54,22,0,9.63,ZA,1689691391
370,kill devil hills,36.0307,-75.676,29.43,73,0,1.54,US,1689691391
371,lae,-6.7221,146.9847,24.56,85,85,1.0,PG,1689691133
372,lutjenburg,54.2919,10.5895,21.56,50,78,5.44,DE,1689691391
373,takahagi,36.7167,140.7167,23.43,96,98,1.99,JP,1689691392
374,urzhar,47.093,81.6294,26.25,27,0,2.56,KZ,1689691392
375,armacao de buzios,-22.7469,-41.8817,25.03,75,51,3.63,BR,1689691392
376,thanh hoa,19.8,105.7667,25.43,85,100,1.47,VN,1689691128
377,sheldon,43.1811,-95.8561,19.52,72,0,3.09,US,1689691120
378,funafuti,-8.5243,179.1942,28.0,89,40,0.0,TV,1689691392
379,tindouf,27.6711,-8.1474,42.25,19,20,2.57,DZ,1689691067
380,nagqu,31.5,92.0,5.87,86,68,2.84,CN,1689691031
381,ati,13.2154,18.3353,38.17,27,64,2.89,TD,1689691393
382,mournies,35.4764,24.0092,32.13,45,0,5.14,GR,1689691393
383,tonghae,37.5439,129.1069,22.27,94,98,1.22,KR,1689691393
384,skovorodino,53.9833,123.9167,17.47,93,52,1.11,RU,1689691393
385,korla,41.7597,86.1469,32.06,23,46,5.92,CN,1689691128
386,callao,-12.0667,-77.15,23.18,60,40,1.03,PE,1689691066
387,kailua-kona,19.6406,-155.9956,25.98,79,20,6.69,US,1689691394
388,dokshytsy,54.8924,27.7689,16.3,73,100,5.86,BY,1689691394
389,arica,-18.475,-70.3042,19.13,68,100,2.06,CL,1689691394
390,jesenik,50.2294,17.2046,26.04,38,8,3.45,CZ,1689691394
391,bowen,-20.0167,148.2333,17.67,88,2,4.42,AU,1689691395
392,haiku-pauwela,20.9219,-156.3051,23.47,82,100,6.69,US,1689691395
393,coronel dorrego,-38.7187,-61.2873,7.73,31,44,3.31,AR,1689691395
394,talcahuano,-36.7167,-73.1167,8.82,71,0,3.09,CL,1689691395
395,porto novo,6.4965,2.6036,29.9,68,62,6.03,BJ,1689691396
396,laojunmiao,39.8333,97.7333,27.57,21,100,2.55,CN,1689691396
397,queenstown,-31.8976,26.8753,19.63,22,1,9.68,ZA,1689690944
398,isangel,-19.55,169.2667,21.96,81,98,6.64,VU,1689691031
399,jiangzi,28.95,89.6333,6.62,83,100,1.0,CN,1689691396
400,floro,61.5996,5.0328,12.98,71,75,5.14,NO,1689691397
401,sarnia,42.9787,-82.4041,22.19,65,0,3.09,CA,1689691397
402,kanker,20.2719,81.4931,24.5,93,99,3.2,IN,1689691092
403,chibougamau,49.9168,-74.3659,19.79,68,20,4.14,CA,1689691092
404,saint-denis,48.9167,2.3333,31.63,34,0,3.6,FR,1689691085
405,rawson,-43.3002,-65.1023,5.88,50,0,7.41,AR,1689691397
406,ushachy,55.1786,28.6035,16.03,84,100,5.77,BY,1689691398
407,xilin hot,43.9667,116.0333,21.35,50,65,3.94,CN,1689691398
408,novyye lyady,58.0536,56.6039,21.58,69,100,2.96,RU,1689691398
409,balykchy,42.4557,76.1861,23.22,79,49,1.37,KG,1689691398
410,arnedo,42.2167,-2.1,35.72,19,89,2.63,ES,1689691398
411,horasan,40.0458,42.1728,22.8,31,0,3.92,TR,1689691399
412,yatou,37.15,122.3833,21.94,79,0,0.93,CN,1689691077
413,middelburg,-25.7751,29.4648,18.15,21,0,3.48,ZA,1689691086
414,ciudad lazaro cardenas,17.9583,-102.2,28.95,66,98,1.31,MX,1689691399
415,buka,40.8108,69.1986,34.48,16,0,4.99,UZ,1689691104
416,ha tinh,18.3333,105.9,27.91,82,100,3.09,VN,1689691400
417,hinton,53.4001,-117.5857,13.93,76,100,1.87,CA,1689691400
418,broken hill,-31.95,141.4333,8.97,78,30,3.92,AU,1689691114
419,am timan,11.0297,20.2827,35.16,40,68,2.48,TD,1689691400
420,san julian,21.0167,-102.1667,18.73,61,50,3.47,MX,1689691091
421,kenitra,34.261,-6.5802,29.42,58,25,5.83,MA,1689691401
422,tarawa,1.419,172.984,27.05,89,75,1.03,KI,1689691401
423,nabire,-3.3667,135.4833,24.29,92,50,2.32,ID,1689691401
424,ringim,12.1548,9.1619,37.51,27,100,1.24,NG,1689691401
425,pervomayskoye,43.919,46.7102,30.43,26,23,4.47,RU,1689691402
426,saint-philippe,-21.3585,55.7679,22.77,79,38,5.51,RE,1689691050
427,borzya,50.3833,116.5167,17.1,90,100,3.52,RU,1689691402
428,machali,-34.1833,-70.6667,9.6,81,100,1.54,CL,1689691402
429,cabinda,-5.55,12.2,24.11,74,17,3.71,AO,1689691402
430,beloyarskiy,63.7119,66.6722,24.17,51,74,1.14,RU,1689691403
431,iwon-up,40.3231,128.6553,20.92,94,6,1.06,KP,1689691403
432,salekhard,66.53,66.6019,23.12,53,62,4.8,RU,1689691153
433,seinajoki,62.7945,22.8282,16.5,88,20,4.12,FI,1689691403
434,taytay,14.5678,121.1394,28.92,87,75,1.54,PH,1689691403
435,kegen,43.0197,79.2203,17.33,53,68,2.57,KZ,1689691294
436,yigo village,13.5361,144.8886,27.62,82,75,4.63,GU,1689691404
437,tazacorte,28.629,-17.9293,25.08,69,75,5.14,ES,1689691404
438,nurabad,34.0734,47.9725,30.04,10,0,3.83,IR,1689691404
439,camacari,-12.6975,-38.3242,26.87,60,31,3.97,BR,1689691404
440,awjilah,29.1081,21.2869,39.2,11,0,5.99,LY,1689691032
441,umluj,25.0213,37.2685,35.13,37,0,3.29,SA,1689691405
442,boa vista,2.8197,-60.6733,23.99,88,75,5.66,BR,1689691405
443,irvine,33.6695,-117.8231,27.6,90,20,1.54,US,1689691307
444,smithers,54.7804,-127.1743,12.18,82,40,2.06,CA,1689690910
445,wanparti,16.3667,78.0667,23.21,91,100,7.17,IN,1689691405
446,plastun,44.7561,136.2939,15.82,97,68,0.5,RU,1689691406
447,namibe,-15.1961,12.1522,24.47,47,0,3.34,AO,1689691067
448,keflavik,64.0049,-22.5624,12.95,71,20,6.69,IS,1689691063
449,ghanzi,-21.5667,21.7833,22.72,15,0,3.38,BW,1689691406
450,holualoa,19.6228,-155.9522,23.91,79,20,6.69,US,1689691054
451,lishui,28.4604,119.9103,25.66,98,100,1.16,CN,1689691406
452,kidal,18.4411,1.4078,41.72,15,13,5.5,ML,1689691406
453,brush,40.2589,-103.6238,26.62,46,0,5.02,US,1689691407
454,myeik,12.4333,98.6,25.84,89,100,7.01,MM,1689691407
455,tawau,4.2498,117.8871,26.07,80,100,1.01,MY,1689691407
456,baikonur,45.6167,63.3167,27.25,28,80,7.34,KZ,1689691407
457,benjamin aceval,-24.9667,-57.5667,12.08,39,9,3.39,PY,1689691408
458,homosassa springs,28.8036,-82.5759,32.77,74,75,2.57,US,1689691408
459,lebowakgomo,-24.2,29.5,24.5,22,0,1.53,ZA,1689691408
460,ishinomaki,38.4167,141.3,23.45,88,99,1.39,JP,1689690972
461,liberia,6.5,-9.5,23.11,97,100,0.98,LR,1689691408
462,st anne,49.715,-2.2042,20.25,72,20,4.12,GG,1689691408
463,yinchuan,38.4681,106.2731,29.5,23,1,3.95,CN,1689691409
464,maffra,-37.9667,146.9833,6.35,74,7,4.13,AU,1689691409
465,karachi,24.9056,67.0822,29.9,74,75,7.72,PK,1689691277
466,ubinskoye,55.3068,79.6802,20.36,57,96,4.04,RU,1689691409
467,ad dawadimi,24.5077,44.3924,41.64,7,25,5.47,SA,1689691409
468,las choapas,17.9333,-94.0833,28.55,77,95,1.25,MX,1689691213
469,saranac lake,44.3295,-74.1313,22.86,79,75,2.06,US,1689691409
470,anchorage,61.2181,-149.9003,14.64,93,75,1.54,US,1689691410
471,at taj,24.2049,23.2857,39.69,10,0,8.25,LY,1689691410
472,usogorsk,63.4106,48.6872,21.51,59,86,1.81,RU,1689691129
473,balykshi,47.0667,51.8667,30.0,28,40,9.0,KZ,1689691410
474,cho dok,10.7,105.1167,25.54,89,100,3.55,VN,1689691410
475,puerto deseado,-47.7503,-65.8938,4.23,66,13,7.7,AR,1689691411
476,vilyuchinsk,52.9306,158.4028,12.15,91,12,3.95,RU,1689691033
477,palafrugell,41.9174,3.1631,36.42,53,0,7.87,ES,1689691411
478,zhaotong,27.3167,103.7167,16.07,82,99,1.75,CN,1689691411
479,chiniot,31.72,72.9789,37.68,39,1,4.95,PK,1689691411
480,medina,24.4686,39.6142,45.24,5,20,3.6,SA,1689691182
481,al bawiti,28.3492,28.8659,38.4,13,0,6.89,EG,1689691412
482,st. john's,47.5649,-52.7093,25.66,84,75,9.26,CA,1689691412
483,ribeira do pombal,-10.8344,-38.5358,30.31,40,24,4.96,BR,1689691412
484,bikenibeu village,1.3673,173.1241,26.98,89,75,1.03,KI,1689691412
485,batouri,4.4333,14.3667,28.15,69,91,0.68,CM,1689691105
486,severo-yeniseyskiy,60.3725,93.0408,13.25,59,11,1.0,RU,1689691087
487,kolonia town,6.964,158.206,26.0,94,100,2.06,FM,1689691412
488,sorong,-0.8833,131.25,26.22,85,99,5.98,ID,1689691043
489,san mariano,7.5,126.0,23.11,86,100,0.79,PH,1689691413
490,howard springs,-12.497,131.047,23.95,67,22,1.55,AU,1689691085
491,seven pagodas,12.6264,80.1722,33.03,73,96,6.16,IN,1689691413
492,geraldton,-28.7667,114.6,17.23,82,75,4.12,AU,1689691087
493,mersing,2.4312,103.8405,24.95,100,40,2.06,MY,1689691413
494,mangochi,-14.4782,35.2645,23.71,39,3,1.5,MW,1689691414
495,kuta,-8.7233,115.1723,25.97,83,20,5.14,ID,1689691051
496,constantia,44.1833,28.65,34.38,57,55,7.61,RO,1689691076
497,korhogo,9.45,-5.6333,30.13,56,85,1.03,CI,1689691414
498,bayganin,48.6947,55.8742,23.04,46,99,6.5,KZ,1689691414
499,yeppoon,-23.1333,150.7333,17.88,87,71,4.04,AU,1689691414
500,kiiminki,65.1314,25.7974,17.09,67,99,2.69,FI,1689691415
501,kapoeta,4.7717,33.5903,33.36,31,59,3.35,SS,1689691415
502,chonchi,-42.6128,-73.8092,3.4,77,100,1.68,CL,1689691028
503,pariaman,-0.619,100.12,25.03,88,100,1.43,ID,1689691092
504,quchan,37.106,58.5095,24.72,47,0,5.53,IR,1689691415
505,gebeit,21.0667,36.3167,39.7,12,28,8.93,SD,1689691415
506,nova vicosa,-17.8919,-39.3719,27.11,61,49,4.88,BR,1689691416
507,chorleywood,51.65,-0.4833,24.01,54,75,4.12,GB,1689691416
508,mandalgovi,45.7625,106.2708,17.51,69,96,5.77,MN,1689691416
509,grand falls-windsor,48.9332,-55.6649,29.72,68,86,0.45,CA,1689691416
510,argostolion,38.1811,20.489,37.04,36,0,4.12,GR,1689691416
511,pemangkat,1.1667,108.9667,27.42,79,67,1.38,ID,1689691416
512,shindand,33.3029,62.1474,34.36,17,0,13.32,AF,1689691416
513,chui,-33.6971,-53.4616,9.39,64,100,2.5,UY,1689691121
514,fort mcmurray,56.7268,-111.381,15.77,94,0,1.54,CA,1689691417
515,xinyuan,37.3,99.0,7.53,82,100,2.97,CN,1689691417
516,kirishi,59.4471,32.0205,15.26,94,100,1.66,RU,1689691417
517,belmonte,-15.8631,-38.8828,26.61,58,8,3.42,BR,1689691418
518,fountain,38.6822,-104.7008,31.6,26,40,6.69,US,1689691418
519,sao francisco do sul,-26.2433,-48.6381,11.95,100,100,3.6,BR,1689691418
520,jardim de piranhas,-6.3786,-37.3519,32.93,35,1,5.92,BR,1689691418
521,port isabel,26.0734,-97.2086,32.02,77,75,5.14,US,1689691418
522,cole harbour,44.6724,-63.4751,24.96,93,100,4.12,CA,1689691419
523,plesetsk,62.708,40.2916,24.13,37,20,2.07,RU,1689691419
524,camana,-16.6228,-72.7111,19.62,71,3,4.27,PE,1689691419
525,kapuskasing,49.4169,-82.4331,16.05,94,100,3.6,CA,1689690942
526,quiindy,-25.9667,-57.2667,14.12,43,0,4.43,PY,1689691419
527,sonargaon,23.6422,90.6023,31.03,79,25,4.08,BD,1689691324
528,isiro,2.7739,27.616,27.97,60,31,2.03,CD,1689691420
529,altamira,-3.2033,-52.2064,31.05,66,40,3.09,BR,1689691420
530,oriximina,-1.7656,-55.8661,33.49,44,28,2.69,BR,1689691420
531,bakchar,57.0186,82.0711,19.75,59,100,1.86,RU,1689691420
532,antofagasta,-23.65,-70.4,16.6,50,3,3.49,CL,1689691045
533,cockburn town,21.4612,-71.1419,28.46,85,98,9.25,TC,1689691050
534,whakatane,-37.9585,176.9854,9.81,81,18,2.59,NZ,1689691420
535,beitbridge,-22.2167,30.0,24.23,23,0,2.43,ZW,1689691421
536,korsakov,46.6328,142.7813,12.91,96,18,2.03,RU,1689691421
537,gerash,27.6652,54.1371,41.08,16,7,6.39,IR,1689691421
538,sayreville junction,40.4654,-74.3304,29.99,79,0,2.06,US,1689691421
539,christchurch,-43.5333,172.6333,9.67,83,1,0.51,NZ,1689690940
540,guerrero negro,27.9769,-114.0611,21.87,73,0,4.08,MX,1689691046
541,barbacoas,1.6715,-78.1398,29.68,72,10,1.07,CO,1689691422
542,trinidad,-14.8333,-64.9,19.99,68,75,6.17,BO,1689691080
543,kirensk,57.7853,108.1119,15.55,67,90,0.46,RU,1689691422
544,toamasina,-18.1667,49.3833,24.0,73,40,5.14,MG,1689691422
545,igarka,67.4667,86.5833,15.42,69,99,3.0,RU,1689691422
546,astaneh-ye ashrafiyeh,37.2596,49.9444,19.96,89,100,2.75,IR,1689691423
547,asau,46.4333,26.4,29.51,55,56,2.58,RO,1689691423
548,lashio,22.9333,97.75,23.23,89,41,0.61,MM,1689691423
549,kokshetau,53.2775,69.3883,26.18,61,0,4.0,KZ,1689691423
550,zaterechnyy,44.7931,45.2097,27.48,35,96,4.4,RU,1689691423
551,uige,-7.6087,15.0613,34.53,14,8,1.14,AO,1689691424
552,las palmas de gran canaria,28.0997,-15.4134,27.07,61,20,11.32,ES,1689691424
553,cividale del friuli,46.0931,13.4275,35.21,50,39,2.57,IT,1689691424
554,ivdel',60.6911,60.4206,22.93,64,100,1.73,RU,1689691424
555,pacific grove,36.6177,-121.9166,13.7,94,75,2.57,US,1689691116
556,brigantine,39.4101,-74.3646,30.11,90,75,3.6,US,1689691425
557,kriva palanka,42.2019,22.3319,29.84,43,0,4.28,MK,1689691425
558,wuchuan,21.4571,110.7659,27.0,90,75,5.73,CN,1689691425
559,remire-montjoly,4.9167,-52.2667,30.02,62,75,3.6,GF,1689691064
560,idri,27.5,13.2667,38.67,12,0,4.71,LY,1689691123
561,inverell,-29.7833,151.1167,8.39,91,16,0.89,AU,1689691425
562,el nido,11.1858,119.3956,27.31,80,92,3.63,PH,1689691426
563,lethem,3.3803,-59.7968,29.1,68,67,2.37,GY,1689691026
564,la ferte-bernard,48.1863,0.6536,29.79,22,72,3.87,FR,1689691426
